gene name,Betweenness unDir,Bridging unDir,Centroid unDir,Closeness unDir,Degree unDir,Eccentricity unDir,EigenVector unDir,Radiality unDir,Stress unDir
XRCC4,1782.542641,4.631535627,-401,2.70E-04,361,0.333333333,0.025288139,3.157894737,80042
KIF11,3844.240019,3.453086081,-170,2.87E-04,638,0.5,0.046729225,3.272591857,219938
DLGAP5,2141.969345,3.506024612,-269,2.79E-04,465,0.5,0.038917558,3.223435948,133170
KNTC1,2510.114469,4.167563866,-313,2.76E-04,452,0.333333333,0.033402566,3.201588878,118798
MYB,1889.363111,4.931896801,-420,2.68E-04,351,0.5,0.022262555,3.148460775,75682
TOPORS,2211.54,4.36157002,-360,2.73E-04,393,0.333333333,0.024976366,3.178252234,103128
NUFIP1,902.4242526,4.755632906,-486,2.64E-04,251,0.333333333,0.01796523,3.115690169,43874
SERPINB5,337.7480288,7.129951206,-626,2.54E-04,103,0.333333333,0.005884441,3.046176763,9506
HIC1,385.5373413,8.817475615,-628,2.54E-04,97,0.333333333,0.004975844,3.045183714,9228
HSPA1A,782.1600583,5.273165224,-533,2.60E-04,205,0.333333333,0.012069975,3.092353525,28982
KIF14,2407.786265,3.682071302,-304,2.77E-04,483,0.333333333,0.035388922,3.206057597,123456
CD79A,991.8048952,3.448026462,-495,2.63E-04,286,0.333333333,0.013001294,3.11122145,39170
FAIM3,807.6067185,4.763148798,-529,2.61E-04,212,0.333333333,0.01026869,3.094339623,28416
RFC3,8670.702258,3.573304056,-26,3.00E-04,917,0.333333333,0.054780708,3.34409136,383196
CASP1,1489.003927,4.267995198,-488,2.63E-04,292,0.333333333,0.012297021,3.11469712,47674
AIF1,650.404672,5.264523253,-567,2.58E-04,175,0.333333333,0.008474899,3.075471698,21142
IGFBP3,639.9358854,5.322620023,-555,2.59E-04,184,0.333333333,0.010859669,3.08142999,24256
FOLH1,1682.44713,5.60187762,-450,2.66E-04,286,0.333333333,0.017845059,3.133565045,62634
GAPDH,2153.604487,4.90719603,-374,2.72E-04,374,0.333333333,0.02550596,3.171300894,97596
WEE1,3043.332001,3.963661708,-264,2.80E-04,529,0.333333333,0.037629457,3.22591857,150780
BIRC5,958.7709006,2.163654948,-389,2.70E-04,420,0.333333333,0.029933532,3.163853029,62200
TRAT1,613.2579673,5.136481311,-553,2.59E-04,184,0.333333333,0.009976587,3.082423039,22568
LCP1,2356.956847,5.134682164,-391,2.70E-04,371,0.333333333,0.022258956,3.16285998,94484
CEBPA,3305.415562,5.424574373,-357,2.73E-04,415,0.333333333,0.023830784,3.179741807,117696
KAT2B,2096.523372,4.666383763,-417,2.68E-04,366,0.333333333,0.019995528,3.149950348,84602
MUC1,5420.124932,5.538521542,-208,2.84E-04,533,0.333333333,0.035962849,3.253723932,218916
MAPK14,6668.212115,3.688255581,-123,2.91E-04,782,0.5,0.04308488,3.2959285,292452
KIF23,3485.08521,3.868536457,-225,2.83E-04,560,0.333333333,0.041176037,3.245283019,176462
TNFRSF10C,315.4599218,7.808870829,-633,2.54E-04,98,0.333333333,0.005255219,3.042204568,8700
SPDEF,345.2429835,5.326731806,-607,2.55E-04,127,0.333333333,0.007267568,3.055610725,11308
CAV1,1493.518971,4.809577293,-473,2.64E-04,295,0.333333333,0.015763017,3.122144985,59338
OIP5,5440.040337,5.031877121,-164,2.88E-04,591,0.5,0.044357678,3.275571003,243128
FDXR,1013.389277,7.130566404,-547,2.59E-04,184,0.333333333,0.010237084,3.08490566,29214
POLA1,3046.879407,3.468119785,-260,2.80E-04,565,0.333333333,0.038299451,3.227904667,152646
CD28,1119.441429,4.80721863,-504,2.62E-04,251,0.333333333,0.013342051,3.106752731,40442
IFNB1,328.1861121,5.47392771,-603,2.56E-04,130,0.333333333,0.008078147,3.057596822,11308
MCM2,4143.11,3.482690168,-178,2.87E-04,650,0.5,0.044740226,3.268619662,210812
ERG,3092.513803,5.996960529,-361,2.72E-04,385,0.333333333,0.025026339,3.17775571,134272
EHMT2,1248.395772,5.81490243,-482,2.64E-04,253,0.333333333,0.016480285,3.117676266,48384
REPS2,523.4381053,4.721183955,-549,2.59E-04,185,0.333333333,0.011528178,3.084409136,23720
RPA2,3019.886352,4.217246162,-326,2.75E-04,478,0.5,0.029861846,3.195134062,126288
CASP3,2888.796678,4.147717904,-329,2.75E-04,482,0.5,0.029539321,3.193644489,125106
CTSD,719.3827496,5.882145911,-553,2.59E-04,180,0.333333333,0.009747308,3.082423039,24726
SPP1,1471.981968,5.518679208,-460,2.65E-04,274,0.333333333,0.017182726,3.128599801,62040
EPHB4,727.0260205,6.685948104,-561,2.58E-04,167,0.333333333,0.009577248,3.078450844,23454
EXO1,1814.246063,3.178798515,-328,2.75E-04,451,0.333333333,0.034558837,3.194141013,100144
FASLG,1284.481738,5.224918502,-481,2.64E-04,269,0.333333333,0.015207346,3.11817279,48194
TAP1,595.6199642,4.769168874,-562,2.58E-04,181,0.333333333,0.009009781,3.07795432,20532
ETS2,1173.422791,5.234328954,-490,2.63E-04,254,0.5,0.015097556,3.113704071,45452
PIK3R1,9930.036133,4.354509309,-92,2.94E-04,802,0.333333333,0.03988459,3.311320755,355234
TRIAP1,1400.257281,5.656131426,-471,2.65E-04,266,0.333333333,0.018192028,3.123138034,52260
DAP3,945.5205577,5.507362045,-512,2.62E-04,222,0.333333333,0.014361497,3.102780536,36940
RFC4,3273.836191,1.792634395,-162,2.88E-04,827,0.333333333,0.047542407,3.276564052,209938
ZMIZ2,479.5027454,5.706667007,-583,2.57E-04,150,0.333333333,0.008699864,3.067527309,17028
BBC3,515.0594491,7.721601391,-611,2.55E-04,123,0.333333333,0.006357804,3.053624628,14822
PIP5K1A,2285.357557,5.281629568,-387,2.71E-04,363,0.333333333,0.024198206,3.164846077,93570
CCNB1,3892.72902,2.356358023,-171,2.87E-04,772,0.333333333,0.045722073,3.272095333,212666
MAP2K7,835.3359833,4.117897663,-499,2.63E-04,252,0.333333333,0.015419822,3.109235353,32120
CDKN3,2135.187373,3.772334494,-315,2.76E-04,442,0.333333333,0.034389278,3.200595829,108466
PCBP4,243.9106794,9.212489059,-667,2.51E-04,72,0.333333333,0.003318173,3.021350546,4986
KIF20B,3013.582762,3.079807016,-263,2.80E-04,600,0.5,0.038674006,3.226415094,149534
USF2,1273.472031,6.377388665,-501,2.62E-04,232,0.333333333,0.013680786,3.108242304,42916
MLH3,271.1996937,5.636928572,-614,2.55E-04,118,0.333333333,0.007700821,3.05163853,10194
FLNA,1568.411929,5.064140601,-476,2.64E-04,286,0.333333333,0.014313027,3.120655412,52086
RRM2,1314.75627,3.607803738,-376,2.71E-04,364,0.333333333,0.030283022,3.170307845,74090
GATA4,424.3190512,6.844218906,-599,2.56E-04,126,0.333333333,0.007663027,3.05958292,13620
PAWR,639.3127895,5.282642444,-532,2.60E-04,200,0.333333333,0.0143614,3.09285005,29808
CDC20,6204.883069,3.492653461,-105,2.93E-04,776,0.5,0.048639023,3.304865938,289254
IKBKB,1900.70751,3.999263805,-395,2.70E-04,391,0.333333333,0.022461508,3.160873883,83420
CCNF,729.9951124,3.176716478,-469,2.65E-04,291,0.333333333,0.022239134,3.124131082,37352
MAD2L1,5052.362341,3.430671393,-132,2.91E-04,716,0.5,0.048149358,3.291459782,257460
NCOA1,3332.673958,4.505230117,-331,2.75E-04,465,0.333333333,0.025238527,3.19265144,129344
MBD4,669.1054736,4.984764989,-516,2.61E-04,213,0.333333333,0.015437538,3.100794439,33360
MSH4,304.1817978,8.444195091,-650,2.53E-04,83,0.333333333,0.005050527,3.034260179,10606
HSP90B1,356.2007266,4.893110007,-582,2.57E-04,150,0.333333333,0.009682663,3.068023833,15546
AKT1,3933.556285,3.756604193,-275,2.79E-04,574,0.333333333,0.029526915,3.220456802,159846
TIMELESS,676.8023471,2.71131679,-447,2.66E-04,314,0.333333333,0.025083012,3.135054618,42218
GPX1,1203.289483,7.064235452,-533,2.60E-04,199,0.333333333,0.009502853,3.090863952,32522
BTG2,739.3192147,6.705558989,-562,2.58E-04,166,0.333333333,0.009062072,3.07795432,22744
HMGB1,4921.626699,4.641579124,-225,2.83E-04,583,0.333333333,0.03713074,3.245283019,206932
BIRC3,3364.31579,4.704544353,-347,2.74E-04,451,0.333333333,0.022424583,3.184707051,119004
MAP3K5,3642.02416,4.391095454,-308,2.76E-04,499,0.333333333,0.027548573,3.2040715,138852
LMNB1,3154.090436,2.954292021,-238,2.82E-04,627,0.333333333,0.04119525,3.238828203,168232
KIAA0101,3340.350997,3.647332423,-235,2.82E-04,572,0.333333333,0.040360566,3.240317776,168050
TAF5,1666.303174,3.796757441,-368,2.72E-04,395,0.5,0.02955192,3.17428004,86736
MED1,2133.458161,4.286066085,-358,2.73E-04,407,0.333333333,0.027275167,3.179245283,102274
PTTG1,2581.08423,4.193828708,-316,2.76E-04,457,0.333333333,0.033254159,3.200099305,118692
PRMT1,2818.3979,4.160764952,-314,2.76E-04,476,0.333333333,0.031563888,3.201092354,128696
SH2D1A,1507.566053,5.436814708,-471,2.65E-04,279,0.333333333,0.015840194,3.123138034,54264
TXK,2247.858601,5.112711164,-406,2.69E-04,358,0.333333333,0.020539886,3.155412115,86788
PMAIP1,1280.625441,5.435146618,-481,2.64E-04,256,0.333333333,0.016211913,3.11817279,50512
NRIP1,2310.704301,5.145356666,-396,2.70E-04,362,0.333333333,0.021771272,3.160377358,88902
TMEM194A,1424.639956,4.00573687,-362,2.72E-04,366,0.333333333,0.031633938,3.177259186,85856
RBL1,2247.832997,3.156445693,-328,2.75E-04,509,0.5,0.032444481,3.194141013,112906
RAD52,1472.485285,5.582649372,-454,2.66E-04,283,0.333333333,0.018506277,3.131578947,59244
PIAS4,647.7518438,5.666836272,-558,2.59E-04,179,0.333333333,0.010875526,3.079940417,23738
PIKFYVE,2864.836214,5.233970881,-352,2.73E-04,395,0.333333333,0.023913816,3.182224429,113756
ING1,2753.161753,6.420303112,-382,2.71E-04,352,0.333333333,0.024243899,3.167328699,103070
SMC4,1740.670327,3.557703525,-352,2.73E-04,425,0.333333333,0.032136906,3.182224429,97240
STIL,1094.797765,2.06213924,-360,2.73E-04,445,0.333333333,0.032074566,3.178252234,75232
MUC2,305.0382228,7.475635437,-626,2.54E-04,99,0.333333333,0.006337707,3.046176763,9448
PAXIP1,3731.781416,4.798510873,-261,2.80E-04,503,0.333333333,0.035574845,3.227408143,169160
PRKD3,1581.831416,5.318984663,-432,2.67E-04,309,0.333333333,0.020294138,3.142502483,69026
NEK2,2811.677591,3.941324282,-273,2.79E-04,510,0.5,0.036965779,3.221449851,141948
GSK3B,3718.67419,4.554036706,-307,2.77E-04,491,0.333333333,0.030508525,3.204568024,198746
CD79B,801.3502636,4.024278305,-531,2.60E-04,234,0.333333333,0.010797631,3.093346574,28786
CASP10,541.3180574,3.88124276,-581,2.57E-04,187,0.333333333,0.007845676,3.068520357,17008
HNRNPA1,656.5136984,3.333631991,-510,2.62E-04,262,0.333333333,0.01643371,3.103773585,33302
DDX17,1136.108285,4.892710511,-492,2.63E-04,261,0.333333333,0.015619476,3.112711023,43774
RPS6KB1,3169.259817,4.208187571,-279,2.79E-04,512,0.333333333,0.033350473,3.218470705,152208
CDT1,2448.53127,4.498096509,-328,2.75E-04,430,0.333333333,0.032244488,3.194141013,108378
TNFSF12,188.7918089,6.603096941,-678,2.50E-04,78,0.333333333,0.003395217,3.016881827,5398
RBBP7,2875.599415,4.578098062,-316,2.76E-04,457,0.5,0.030840543,3.200099305,129522
NFKB1,5476.16901,4.458805931,-239,2.82E-04,596,0.333333333,0.030249297,3.238331678,199738
TBXAS1,877.2373655,6.686192919,-555,2.59E-04,179,0.333333333,0.009835117,3.08142999,27498
ETV4,1080.829239,6.164284033,-517,2.61E-04,220,0.5,0.013785751,3.100297915,35736
ACIN1,2877.081971,6.138475683,-382,2.71E-04,360,0.333333333,0.02190674,3.167328699,99344
POLA2,1485.950132,2.862594047,-375,2.71E-04,439,0.5,0.029361603,3.170804369,78498
CDC7,6468.343301,3.805327969,-96,2.94E-04,769,0.333333333,0.049724113,3.309334657,301430
HMGB2,5781.477179,3.739655136,-136,2.90E-04,730,0.5,0.046725244,3.289473684,264556
CYTH2,384.9040721,6.300285641,-598,2.56E-04,129,0.333333333,0.007519685,3.060079444,12974
PIP4K2B,779.4073941,5.729586627,-537,2.60E-04,194,0.333333333,0.012176632,3.090367428,28848
PELP1,655.8625469,6.111940661,-563,2.58E-04,170,0.333333333,0.010986983,3.077457795,26498
MCM4,3641.979673,3.581823506,-206,2.84E-04,607,0.333333333,0.043216214,3.254716981,190576
ABL1,5668.409985,4.966270107,-220,2.83E-04,582,0.5,0.033632181,3.247765641,215428
RAD51D,158.7396468,6.51205896,-660,2.52E-04,81,0.333333333,0.005336143,3.028301887,4926
NUP205,3417.57551,4.44986168,-234,2.82E-04,519,0.333333333,0.040342479,3.2408143,174610
SPAG5,735.43828,2.435432667,-425,2.68E-04,341,0.333333333,0.027188475,3.145978153,45908
PGF,982.3785855,6.722715177,-536,2.60E-04,196,0.333333333,0.01143649,3.090367428,32340
UBE3A,4771.138728,4.737111393,-215,2.84E-04,564,0.333333333,0.035423622,3.250248262,210194
WDHD1,1521.279483,3.231581549,-371,2.72E-04,419,0.5,0.030477794,3.172790467,79326
RFC5,2334.955443,3.869175182,-315,2.76E-04,461,0.5,0.034402924,3.200595829,117282
FCGR3A,472.1846165,6.039661272,-591,2.56E-04,141,0.333333333,0.007754514,3.063555114,15808
RAD21,4860.551081,3.946925448,-176,2.87E-04,655,0.333333333,0.043415145,3.269612711,250228
TRIP13,3299.22019,3.947713857,-248,2.81E-04,530,0.333333333,0.039113042,3.233862959,163810
PDS5B,1245.628966,4.189897922,-440,2.67E-04,313,0.333333333,0.021242664,3.138530288,61108
MCM5,3063.22111,3.355591962,-271,2.79E-04,562,0.333333333,0.036187505,3.2224429,146412
ZBTB25,1567.007317,5.792167291,-464,2.65E-04,282,0.333333333,0.016663046,3.126613704,57726
NDC80,1728.595613,2.524458751,-320,2.76E-04,504,0.333333333,0.035275217,3.198113208,107738
CHUK,4739.318717,4.400033041,-223,2.83E-04,586,0.333333333,0.035089969,3.246276068,202662
TFDP2,950.9266033,4.71228627,-494,2.63E-04,259,0.333333333,0.018180912,3.111717974,44606
CDIPT,997.2413171,7.265607789,-552,2.59E-04,178,0.333333333,0.010133302,3.082919563,29732
CD19,812.1296545,4.744421184,-527,2.61E-04,217,0.333333333,0.010809303,3.095332671,30084
STMN1,829.7707114,3.460712252,-424,2.68E-04,304,0.333333333,0.027180967,3.146474677,51048
RPS6KA3,1556.841156,5.182226703,-437,2.67E-04,302,0.333333333,0.018555159,3.140019861,65390
NUP50,1719.952117,4.309631582,-377,2.71E-04,384,0.5,0.028539892,3.169811321,87430
IL3,286.1522775,6.201550834,-626,2.54E-04,105,0.333333333,0.005888718,3.04468719,8838
PDE9A,473.0483489,6.017922807,-579,2.57E-04,148,0.333333333,0.009466922,3.069016882,18486
PRKAB2,540.5397071,6.197957763,-585,2.57E-04,148,0.333333333,0.008704367,3.06653426,17252
REV3L,2472.659255,5.27002681,-365,2.72E-04,372,0.333333333,0.023980404,3.175769613,102910
NCOA2,3793.658359,4.536677219,-304,2.77E-04,499,0.333333333,0.028107062,3.206057597,147788
NCOA6,1681.03634,5.852415456,-449,2.66E-04,291,0.333333333,0.018663274,3.134061569,65042
UGCG,1525.113023,5.463529241,-448,2.66E-04,289,0.333333333,0.01797761,3.134558093,62286
TRAIP,1032.826453,4.105347204,-460,2.65E-04,293,0.333333333,0.022316055,3.128599801,41482
CHAF1A,1713.550216,3.230435026,-335,2.74E-04,448,0.333333333,0.033786755,3.190665343,92998
CDK6,3181.229998,4.063424548,-278,2.79E-04,525,0.333333333,0.034369337,3.218967229,149070
PI4KB,2704.619778,5.835537031,-380,2.71E-04,364,0.333333333,0.022307819,3.168321748,106966
PRIM1,3865.351388,2.571033507,-185,2.86E-04,741,0.5,0.04476385,3.265143992,206590
MARK2,1456.453525,5.21371763,-448,2.66E-04,294,0.333333333,0.01943342,3.134558093,60074
CCR4,602.2852643,7.592512217,-591,2.56E-04,134,0.333333333,0.007911487,3.063555114,16716
NUDT1,1831.153743,4.911080353,-381,2.71E-04,352,0.333333333,0.028503703,3.167825223,83518
ESR2,833.5236608,5.285742194,-534,2.60E-04,209,0.333333333,0.011989726,3.091857001,29416
IFNA1,284.7866963,7.484881895,-638,2.53E-04,91,0.333333333,0.004868426,3.039721946,6890
KIF2C,2133.027674,2.794833252,-294,2.78E-04,533,0.5,0.036450708,3.21102284,125186
PIK3C3,7255.379348,5.203586054,-156,2.89E-04,638,0.333333333,0.038444907,3.279543198,276710
DUT,5498.246741,3.873199755,-130,2.91E-04,710,0.5,0.047798806,3.29245283,271268
BAK1,579.590432,5.087631906,-553,2.59E-04,187,0.333333333,0.01159876,3.082423039,23018
TERF2IP,3675.829799,5.585589302,-334,2.74E-04,431,0.5,0.025828557,3.191161867,137788
PIK3CG,2421.071631,4.412982225,-380,2.71E-04,409,0.333333333,0.022519397,3.168321748,106170
THRB,2353.704918,5.374960166,-393,2.70E-04,354,0.333333333,0.022202401,3.161866931,88686
PTGS2,1806.269355,5.516109072,-449,2.66E-04,301,0.333333333,0.017284639,3.134061569,65588
CKS2,4194.721785,2.821676028,-172,2.87E-04,736,0.333333333,0.045510615,3.271598808,215914
MCM7,2762.809364,1.965713182,-227,2.83E-04,727,0.5,0.0417338,3.24428997,163604
NR1D2,1755.855684,4.769260167,-412,2.69E-04,336,0.333333333,0.020927104,3.152432969,77084
JAK1,4117.0428,3.973086317,-261,2.80E-04,570,0.5,0.030180325,3.227408143,168410
GADD45A,1144.237122,5.212278919,-499,2.63E-04,252,0.333333333,0.015380097,3.109235353,42604
CCND3,1625.017521,4.289430326,-415,2.69E-04,366,0.333333333,0.02322651,3.150943396,72126
IFI16,1738.47421,4.437730502,-417,2.68E-04,349,0.333333333,0.021019011,3.149950348,75092
DNMT1,4685.190387,3.710381287,-164,2.88E-04,673,0.333333333,0.045560071,3.275571003,228050
TROAP,1761.164506,4.512991145,-393,2.70E-04,360,0.5,0.027019093,3.161866931,75170
JUN,8069.52,4.354848988,-153,2.89E-04,723,0.333333333,0.036090336,3.281032771,281334
SYF2,747.1800034,5.432920029,-533,2.60E-04,201,0.333333333,0.012595839,3.092353525,29544
CDK9,3466.126167,4.494855263,-299,2.77E-04,493,0.333333333,0.02979551,3.208540218,142816
ATG13,321.5620117,6.291186193,-618,2.55E-04,114,0.333333333,0.006174277,3.049155909,10134
PIP4K2A,3494.818765,5.486973074,-324,2.75E-04,427,0.333333333,0.026995113,3.19612711,143732
CKS1B,1752.131086,3.44911533,-310,2.76E-04,430,0.333333333,0.035981326,3.203078451,105622
KIFC1,767.9964231,3.234161884,-444,2.66E-04,292,0.333333333,0.024430474,3.136544191,43516
POLD3,2706.734274,4.82167837,-323,2.75E-04,437,0.333333333,0.032632584,3.196623635,118476
RLF,3874.398674,4.691728162,-270,2.79E-04,503,0.333333333,0.031079723,3.222939424,165804
MYBL2,1774.076318,3.633742874,-364,2.72E-04,420,0.333333333,0.030718016,3.176266137,87066
CENPA,2789.187238,3.065529423,-256,2.81E-04,576,0.333333333,0.039439108,3.229890765,147232
WHSC1,3148.238624,4.61291533,-284,2.78E-04,484,0.5,0.03559468,3.215988083,143926
CCNB2,1471.910709,2.955780916,-350,2.73E-04,436,0.333333333,0.032740778,3.183217478,85016
SMC3,5055.514961,3.958032158,-181,2.87E-04,639,0.333333333,0.041428041,3.267130089,244870
INPP5D,2184.626823,4.663340654,-422,2.68E-04,353,0.333333333,0.016699643,3.147467726,75400
PKN2,4291.200429,4.714660641,-248,2.81E-04,530,0.333333333,0.032694761,3.233862959,183490
ATM*KDG*,7812.97,5.319485396,-179,2.87E-04,643,0.5,0.034625094,3.268123138,262858
REL,2342.008836,5.563299471,-396,2.70E-04,352,0.333333333,0.021001734,3.160377358,88540
AURKB,3278.346036,3.241866374,-226,2.83E-04,615,0.5,0.041762636,3.244786495,171328
NCAPD2,2122.169567,3.581284002,-325,2.75E-04,463,0.333333333,0.033540134,3.195630586,107784
ICK,1037.846705,4.081860566,-455,2.66E-04,291,0.333333333,0.019622065,3.131082423,49706
GABPB1,947.4400047,4.433998842,-464,2.65E-04,279,0.333333333,0.022452017,3.126613704,47216
SMAD4,3394.022899,4.160371022,-306,2.77E-04,500,0.333333333,0.029603444,3.205064548,154490
SNRK,3084.210414,4.609656699,-305,2.77E-04,461,0.333333333,0.029221598,3.205561072,143960
SLC9A3R1,951.8800546,7.459702107,-555,2.59E-04,177,0.333333333,0.009931777,3.08142999,26394
SCAF11,1961.052489,4.6227224,-376,2.71E-04,368,0.333333333,0.024298761,3.170307845,92856
AGPS,2090.882865,4.908107607,-371,2.72E-04,382,0.333333333,0.027346723,3.172790467,97110
TEP1,948.8271694,7.041078191,-548,2.59E-04,184,0.333333333,0.009993796,3.084409136,27064
PIK3C2G,347.8469245,6.150703983,-622,2.54E-04,112,0.333333333,0.005815272,3.047666336,9224
PIP5K1B,2919.692177,5.356963722,-366,2.72E-04,389,0.333333333,0.023523581,3.175273088,108760
VRK1,7263.05,3.300304671,-41,2.99E-04,893,0.333333333,0.054668496,3.336643496,356000
PIK3CD,3585.59855,4.88560111,-325,2.75E-04,461,0.333333333,0.025052777,3.195630586,134532
SGMS1,4719.979876,5.684169314,-264,2.80E-04,485,0.333333333,0.030329796,3.22591857,179876
LEPR,594.0688704,5.281594735,-553,2.59E-04,180,0.333333333,0.011152884,3.082423039,23594
E2F6,470.2881828,4.729636432,-551,2.59E-04,181,0.333333333,0.013981515,3.083416087,22230
PPP2R2A,2135.664179,4.697037161,-377,2.71E-04,385,0.333333333,0.025658347,3.169811321,95124
BUB1,1891.640392,3.098861533,-300,2.77E-04,480,0.5,0.036581396,3.208043694,116790
POLE,703.6790703,3.634895469,-481,2.64E-04,267,0.333333333,0.021511279,3.11817279,33500
FHL2,1442.671155,7.134046788,-514,2.62E-04,219,0.333333333,0.012569094,3.101787488,43252
CTBP1,585.7208476,4.481175231,-538,2.60E-04,209,0.333333333,0.013388319,3.089870904,26328
INPP5B,1256.361659,6.251925241,-495,2.63E-04,239,0.333333333,0.015094039,3.11122145,45278
FEN1,3036.158162,3.539334,-241,2.82E-04,561,0.5,0.040241473,3.23733863,160576
RNASEH2A,1669.001848,3.844969619,-348,2.73E-04,378,0.5,0.031139755,3.184210526,87844
ATF2,3088.478445,4.421887451,-318,2.76E-04,469,0.5,0.028231505,3.199106256,135216
CRKL,1885.996431,4.504833369,-402,2.69E-04,369,0.333333333,0.022216735,3.157398213,81880
TFAP2C,2180.702029,5.633065359,-399,2.70E-04,336,0.333333333,0.02208162,3.158887786,86838
DNAJC7,253.9631504,5.54136268,-606,2.55E-04,121,0.333333333,0.008820792,3.056107249,11092
IGBP1,864.236642,5.910610156,-524,2.61E-04,207,0.333333333,0.013281565,3.096822244,32660
PDK1,1668.203813,5.967225297,-456,2.66E-04,285,0.333333333,0.017995934,3.130585899,61432
